gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	1.31574e+10	2.88589e+11	77.1047	6.45935e+12	             	                 	        	          
1  	434   	1.06167e+09	2.01218e+10	39.3962	4.44094e+11	50.854       	72.7496          	3.55    	6         
2  	429   	1.17746e+07	1.86069e+08	39.3962	3.42368e+09	50.854       	72.7496          	3.622   	6         
3  	437   	73945.9    	447595     	49.8612	5.83742e+06	48.3511      	60.7578          	3.252   	8         
4  	391   	8072.68    	22290.9    	45.823 	131917     	44.3702      	55.9968          	7.912   	9         
5  	414   	25228.2    	294825     	45.823 	6.19337e+06	44.3702      	55.9968          	7.302   	9         
6  	416   	5826.11    	19337.5    	30.2097	209554     	32.7769      	44.8329          	6.908   	10        
7  	435   	9748.55    	65724.9    	30.2097	1.2936e+06 	32.7769      	44.8329          	6.288   	10        
8  	429   	29900.2    	329953     	37.3236	6.19337e+06	37.0993      	47.5673          	6.418   	11        
9  	415   	606936     	1.11943e+07	29.3932	2.45042e+08	32.0104      	54.491           	6.09    	15        
10 	422   	30677.7    	521469     	29.3932	1.16416e+07	32.0104      	54.491           	6.332   	15        
11 	432   	139356     	2.46171e+06	16.9114	5.44989e+07	21.8573      	37.5281          	10.178  	15        
12 	416   	9516.2     	36353.2    	16.9114	474371     	21.8573      	37.5281          	10.528  	15        
13 	428   	6299.71    	25058.6    	16.9114	237508     	21.8573      	37.5281          	11.054  	15        
14 	411   	66080.5    	1.33698e+06	22.4863	2.99268e+07	31.2762      	52.7515          	13.136  	8         
15 	419   	17622.9    	200479     	20.1923	4.19508e+06	28.3742      	48.9652          	14.02   	12        
16 	431   	294936     	6.45888e+06	22.4863	1.44573e+08	31.2762      	52.7515          	16.336  	8         
17 	392   	6810.58    	34862.5    	17.6663	491427     	22.0489      	36.7964          	18.538  	17        
18 	425   	5935.71    	35380.8    	17.5729	496301     	21.9785      	36.8346          	19.712  	17        
19 	451   	183532     	2.54953e+06	17.5005	4.83882e+07	21.9101      	36.7667          	21.866  	15        
20 	411   	5307.22    	42789.5    	17.0667	862388     	21.6776      	36.8211          	26.104  	16        
21 	435   	288118     	6.01968e+06	16.862 	1.34555e+08	22.5191      	38.5478          	22.854  	22        
22 	422   	6291.85    	71485.4    	16.3881	1.53714e+06	21.2561      	37.3293          	25.228  	23        
23 	405   	37689.2    	760791     	17.3971	1.70236e+07	22.288       	37.5777          	27.916  	21        
24 	410   	78129.3    	1.12473e+06	16.9336	1.8438e+07 	22.6085      	38.7304          	30.728  	23        
25 	431   	60668.8    	1.0466e+06 	15.8737	2.27899e+07	20.0544      	28.4727          	27.37   	38        
26 	415   	4716.92    	27251.9    	15.8737	318407     	20.0544      	28.4727          	29.558  	38        
27 	422   	2318.32    	17929.6    	15.8965	308673     	21.5953      	34.2648          	29.632  	25        
28 	417   	3062.35    	18531.4    	15.8965	255744     	21.5953      	34.2648          	30.512  	25        
29 	441   	2578.28    	20303.9    	15.8941	280734     	21.533       	34.0904          	36.558  	27        
30 	412   	3895.39    	30654.3    	15.695 	451134     	20.1729      	34.2765          	39.158  	69        
31 	408   	2056.6     	21276.7    	15.7985	439526     	21.4825      	34.2148          	39.93   	36        
32 	398   	76657.1    	1.13687e+06	15.3713	2.08226e+07	21.0992      	33.7889          	41.43   	45        
33 	427   	3147.14    	34453      	15.4744	693581     	20.9122      	33.3201          	40.21   	23        
34 	424   	2845.48    	26296.8    	14.9344	465651     	20.4962      	33.1613          	40.68   	37        
35 	415   	782.335    	7736.19    	14.9344	103655     	20.4962      	33.1613          	42.744  	37        
36 	413   	137768     	3.06874e+06	14.1006	6.86882e+07	19.5769      	32.847           	39.576  	51        
37 	420   	2447.31    	16477.6    	14.1006	193244     	19.5769      	32.847           	38.662  	51        
38 	416   	1.03418e+08	2.31001e+09	14.0156	5.17051e+10	19.5277      	33.1304          	38.476  	53        
39 	418   	279.428    	2812.58    	14.0156	48523.5    	19.5277      	33.1304          	39.408  	53        
40 	415   	2665.57    	19161.4    	13.7939	263306     	18.824       	30.9523          	41.188  	52        
41 	430   	3812.89    	39603.9    	13.7939	834263     	18.824       	30.9523          	40.51   	52        
42 	409   	26709.5    	521103     	13.7939	1.16416e+07	18.824       	30.9523          	42.524  	52        
43 	418   	103092     	2.26419e+06	13.7939	5.068e+07  	18.824       	30.9523          	42.372  	52        
44 	431   	3311.19    	35037.6    	13.8376	716610     	18.8284      	30.8569          	44.652  	51        
45 	412   	1345.96    	9031.44    	13.7627	92253.9    	18.7723      	31.1146          	46.338  	51        
46 	416   	2662.64    	32955.4    	13.7627	714704     	18.7723      	31.1146          	46.976  	51        
47 	424   	980054     	2.18183e+07	13.7627	4.88364e+08	18.7723      	31.1146          	48.494  	51        
48 	415   	4888.81    	47684.7    	13.7627	701309     	18.7723      	31.1146          	50.104  	51        
49 	399   	9.74871e+07	2.17765e+09	13.7627	4.87425e+10	18.7723      	31.1146          	51.472  	51        
50 	436   	2659.74    	34976      	12.5792	715874     	18.3551      	33.3565          	53.684  	71        
51 	418   	519.855    	6788.72    	12.3641	134007     	18.0664      	32.846           	65.618  	74        
52 	409   	2094.62    	18092.2    	12.3641	211340     	18.0664      	32.846           	65.778  	74        
53 	431   	1727.73    	14704.1    	12.246 	249147     	17.3067      	29.9271          	65.708  	63        
54 	423   	142555     	3.15564e+06	11.8514	7.06335e+07	17.0121      	29.7821          	67.544  	73        
55 	422   	2013.83    	18224.4    	11.8514	263605     	17.0121      	29.7821          	67.66   	73        
56 	426   	1316.07    	13414.3    	11.8514	205774     	17.0121      	29.7821          	70.63   	73        
57 	418   	2451.98    	23540.8    	12.0366	433431     	18.3264      	33.836           	69.544  	72        
58 	411   	283298     	6.21204e+06	12.0273	1.39042e+08	17.9326      	32.3365          	70.652  	80        
59 	439   	857.38     	9418.47    	12.0756	132885     	17.1726      	30.3927          	70.408  	72        
60 	419   	4049.09    	41044.5    	12.0756	716193     	17.1726      	30.3927          	70.218  	72        
61 	428   	1805.24    	23459.2    	12.0746	502351     	17.9032      	33.289           	71.248  	79        
62 	423   	1849.79    	15403.6    	12.0761	205879     	17.6102      	32.4795          	72.458  	78        
63 	430   	753.935    	11263.2    	12.0761	213396     	17.6102      	32.4795          	73.128  	78        
64 	423   	2766.8     	21208.5    	11.7653	301144     	16.9027      	30.5494          	74      	81        
65 	429   	3198.45    	36115.6    	11.5668	693983     	16.6868      	30.4908          	73.856  	95        
