gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	2.00844e+07	2.56209e+08	79.2039	3.32081e+09	             	                 	        	          
1  	422   	846623     	1.01416e+07	63.2344	2.24153e+08	74.7228      	110.665          	3.14    	5         
2  	405   	8.03614e+08	1.48633e+10	79.2039	3.23557e+11	87.8275      	142.466          	2.956   	3         
3  	424   	9.65975e+07	2.14563e+09	79.2039	4.8026e+10 	87.8275      	142.466          	2.538   	3         
4  	414   	965977     	1.41285e+07	79.2039	2.24153e+08	87.8275      	142.466          	3.244   	3         
5  	418   	8.9552e+08 	1.41189e+10	36.7241	2.23688e+11	36.9474      	49.2279          	3.196   	3         
6  	418   	1.41907e+06	2.08394e+07	79.2039	4.5289e+08 	87.8275      	142.466          	3.26    	3         
7  	439   	1.92512e+08	3.03124e+09	36.7241	4.80248e+10	36.9474      	49.2279          	3.208   	3         
8  	406   	4.47536e+08	9.9936e+09 	36.7241	2.23688e+11	36.9474      	49.2279          	3.36    	3         
9  	408   	225940     	2.13071e+06	31.6111	4.26028e+07	31.4043      	38.0715          	5.064   	11        
10 	411   	5.52399e+07	1.04024e+09	27.315 	2.28091e+10	27.195       	36.323           	5.398   	12        
11 	412   	7.3038e+08 	1.62999e+10	21.8566	3.64842e+11	22.4274      	36.5524          	5.792   	10        
12 	410   	1.31296e+09	2.92093e+10	21.6701	6.53794e+11	22.1822      	36.6647          	6.184   	9         
13 	433   	3.40204e+07	7.58374e+08	21.0972	1.69748e+10	21.4693      	35.399           	7.122   	10        
14 	427   	105593     	858104     	20.772 	1.20166e+07	21.1606      	35.1679          	7.626   	22        
15 	429   	107980     	1.01303e+06	20.7681	1.85979e+07	21.1552      	35.1574          	8.328   	26        
16 	417   	2.18092e+07	4.84804e+08	20.7681	1.08515e+10	21.1552      	35.1574          	9.306   	26        
17 	438   	2.95934e+06	4.99896e+07	19.9462	1.0997e+09 	20.4602      	33.8274          	9.994   	7         
18 	431   	206600     	2.43428e+06	19.9462	4.89354e+07	20.4602      	33.8274          	11.506  	7         
19 	410   	318836     	3.92477e+06	20.1213	8.19218e+07	20.6533      	34.3634          	13.342  	7         
20 	426   	557223     	9.25049e+06	20.2434	2.04319e+08	20.7734      	34.273           	16.122  	24        
21 	426   	670445     	1.37469e+07	20.0113	3.07562e+08	20.4818      	34.5983          	19.138  	32        
22 	438   	2.46315e+07	5.34762e+08	19.1769	1.19663e+10	19.2857      	34.3925          	21.016  	30        
23 	423   	132622     	1.35801e+06	17.7664	2.53554e+07	19.3321      	23.6173          	21.982  	47        
24 	424   	67646.8    	623880     	17.7664	7.90829e+06	19.3321      	23.6173          	23.86   	47        
25 	412   	7.56569e+08	1.68233e+10	16.8385	3.76559e+11	18.3172      	26.9393          	26.662  	57        
26 	435   	4.52005e+08	1.00586e+10	15.4185	2.25144e+11	17.0682      	24.8712          	31.738  	48        
27 	414   	673410     	1.16822e+07	15.3648	2.55704e+08	16.9061      	23.8398          	48.152  	51        
28 	429   	3.68125e+06	7.53097e+07	14.7033	1.6803e+09 	16.2949      	22.4006          	52.806  	53        
29 	412   	3.10363e+07	6.92863e+08	14.5851	1.55084e+10	16.466       	23.5317          	47.488  	47        
30 	421   	8.99407e+06	1.98313e+08	14.0316	4.43883e+09	15.965       	22.0189          	45.604  	55        
31 	432   	1.69928e+07	3.79103e+08	14.2543	8.4855e+09 	15.8425      	23.7768          	45.946  	48        
32 	430   	126369     	1.73264e+06	14.0813	3.43841e+07	15.8806      	22.5922          	45.914  	45        
33 	406   	19342.8    	279403     	13.7358	5.58271e+06	15.4353      	21.9159          	46.854  	53        
34 	395   	1.21609e+07	2.07028e+08	12.8211	4.32478e+09	14.0599      	18.8518          	46.186  	48        
35 	410   	9.87971e+06	1.52547e+08	12.7453	3.01955e+09	13.9894      	18.8715          	48.484  	51        
36 	428   	8.75094e+06	1.93633e+08	12.8211	4.33416e+09	14.0599      	18.8518          	47.528  	48        
37 	415   	448867     	8.67224e+06	12.8211	1.93706e+08	14.0599      	18.8518          	47.122  	48        
38 	437   	1.3123e+09 	1.75046e+10	12.5474	2.69754e+11	14.0303      	18.0322          	47.554  	67        
39 	416   	1.94406e+07	4.33117e+08	12.8211	9.69453e+09	14.0599      	18.8518          	48.436  	48        
40 	424   	8.73551e+06	1.93873e+08	12.8211	4.33948e+09	14.0599      	18.8518          	48.606  	48        
41 	436   	1.25122e+07	1.71646e+08	12.6566	3.05219e+09	13.9158      	18.9398          	49.818  	40        
42 	406   	23767.3    	232098     	12.648 	3.18465e+06	13.9075      	18.9445          	49.842  	38        
43 	432   	5.98094e+07	1.33443e+09	11.0908	2.98687e+10	12.6576      	17.1466          	47.054  	56        
44 	403   	7.35161e+06	1.61399e+08	9.47138	3.61259e+09	10.4661      	13.7156          	49.842  	66        
45 	418   	7.14162e+11	1.59495e+13	8.67782	3.57e+14   	9.08383      	13.0314          	59.816  	67        
46 	425   	43719.9    	970173     	8.74363	2.17156e+07	9.72094      	16.7019          	60.466  	65        
47 	440   	7.06448e+07	1.5778e+09 	8.16362	3.5316e+10 	9.07527      	16.558           	60.344  	70        
48 	435   	2.74021e+11	6.12116e+12	8.16362	1.3701e+14 	9.07527      	16.558           	61.508  	70        
49 	417   	3.70984e+11	8.28702e+12	8.16362	1.85489e+14	9.07527      	16.558           	61.828  	70        
50 	420   	462852     	7.64606e+06	8.22236	1.56454e+08	9.10736      	16.77            	62.196  	70        
51 	404   	1.29357e+07	2.85141e+08	8.17616	6.38208e+09	9.07058      	16.5787          	62.614  	70        
52 	424   	3.18661e+10	7.1183e+11 	8.17616	1.5933e+13 	9.07058      	16.5787          	61.856  	70        
53 	441   	9.70952e+07	2.14639e+09	7.74882	4.80432e+10	8.79486      	14.3178          	61.124  	70        
54 	419   	4.8595e+07 	8.0867e+08 	7.74882	1.74885e+10	8.79486      	14.3178          	63.074  	70        
55 	432   	87717.3    	1.5498e+06 	7.74815	3.43841e+07	8.79673      	14.316           	62.88   	70        
56 	419   	313868     	6.82289e+06	7.74792	1.52702e+08	8.82065      	14.1764          	64.414  	70        
57 	430   	22525.1    	251213     	7.74925	3.7745e+06 	8.79414      	14.3331          	64.422  	70        
58 	423   	48252.1    	940478     	7.51837	2.08151e+07	8.13582      	13.4623          	65.332  	68        
59 	402   	81106.3    	1.10834e+06	7.51837	2.13824e+07	8.13582      	13.4623          	69.364  	68        
60 	428   	30249.7    	420292     	7.51837	8.39203e+06	8.13582      	13.4623          	68.866  	68        
61 	420   	79786.1    	723084     	7.51787	1.1986e+07 	8.13305      	13.4728          	67.202  	66        
62 	414   	1.01061e+08	2.24994e+09	7.07086	5.03607e+10	8.09857      	12.9763          	68.858  	86        
63 	419   	2.15334e+13	4.32095e+14	7.02758	9.60377e+15	8.03239      	13.0808          	67.204  	84        
64 	396   	3.65651e+07	8.16649e+08	6.98432	1.82791e+10	7.95853      	13.0259          	66.174  	84        
65 	423   	15487.8    	204696     	6.82631	3.18465e+06	7.73172      	15.0075          	64.654  	86        
66 	427   	2.82962e+12	6.32089e+13	6.76214	1.41481e+15	7.77         	11.2816          	65.852  	82        
67 	417   	17160.3    	219499     	6.76214	3.22856e+06	7.77         	11.2816          	67.198  	82        
68 	430   	411625     	8.81214e+06	6.92999	1.97136e+08	7.33966      	12.3634          	67.912  	77        
69 	422   	1.17366e+13	2.43872e+14	6.94188	5.44284e+15	7.316        	12.6643          	67.686  	77        
70 	414   	57499.2    	974198     	6.8403 	2.10143e+07	7.78062      	12.392           	68.13   	86        
71 	430   	5.58363e+06	1.21494e+08	6.10562	2.71858e+09	6.73694      	11.3938          	69.964  	78        
72 	425   	7.40742e+06	1.63442e+08	6.10562	3.6582e+09 	6.73694      	11.3938          	70.42   	78        
73 	410   	764214     	1.28349e+07	6.10562	2.61147e+08	6.73694      	11.3938          	73.528  	78        
74 	409   	101054     	2.15732e+06	6.02369	4.82531e+07	6.6212       	12.0387          	72.336  	78        
75 	413   	2.73499e+11	6.1095e+12 	5.99306	1.36749e+14	6.68727      	10.267           	72.35   	100       
76 	463   	1.49395e+11	3.33724e+12	5.99306	7.46977e+13	6.68727      	10.267           	72.42   	100       
77 	446   	391349     	5.95078e+06	5.99166	1.26654e+08	6.7304       	10.6611          	71.968  	78        
78 	431   	5.20508e+06	1.13875e+08	5.92126	2.54853e+09	6.62131      	11.4832          	72.108  	82        
79 	420   	1.58197e+07	2.52852e+08	5.92126	4.59292e+09	6.62131      	11.4832          	70.766  	82        
80 	415   	1103.45    	19671.1    	5.84866	431381     	6.62804      	9.23362          	71.372  	75        
81 	420   	6331.59    	82807.6    	5.82392	1.72874e+06	6.61352      	11.4138          	70.986  	74        
82 	409   	1.54078e+07	2.88857e+08	5.91536	6.32247e+09	6.34815      	9.00359          	71.102  	90        
83 	430   	9.58591e+06	2.09459e+08	5.82086	4.68776e+09	6.55986      	11.471           	70.56   	90        
84 	419   	9.50404e+06	2.1176e+08 	5.87805	4.73984e+09	6.4758       	10.8187          	73.01   	81        
85 	431   	2.28791e+11	5.10979e+12	5.89412	1.14373e+14	6.70248      	9.58899          	73.094  	88        
86 	406   	1202.9     	16691.5    	5.9195 	295225     	6.19041      	11.6016          	73.834  	88        
87 	396   	2.70946e+11	6.05248e+12	5.9195 	1.35473e+14	6.19041      	11.6016          	74.474  	88        
88 	413   	2.68742e+06	5.99126e+07	5.78742	1.34103e+09	6.41235      	10.5605          	74.26   	86        
89 	448   	262760     	5.65216e+06	5.78592	1.2649e+08 	6.39683      	10.7751          	74.492  	121       
90 	431   	7297.15    	100195     	5.31497	1.94695e+06	5.44403      	9.95295          	77.144  	83        
91 	419   	956377     	1.49315e+07	5.23048	3.02946e+08	5.4103       	8.93162          	76.612  	75        
92 	433   	9.25236e+06	2.01639e+08	5.49618	4.51243e+09	5.99968      	10.9522          	76.68   	90        
93 	414   	30031.9    	413921     	5.7732 	8.0462e+06 	6.09707      	10.9675          	78.602  	76        
94 	429   	69300      	1.53617e+06	5.8344 	3.43841e+07	6.20158      	9.67067          	78.464  	82        
95 	426   	283730     	4.19254e+06	5.92807	8.49845e+07	6.60961      	10.7127          	81.346  	87        
96 	412   	2.25633e+07	5.03377e+08	5.90401	1.12672e+10	6.63529      	10.6968          	82.902  	96        
97 	436   	23746      	510378     	5.89311	1.14166e+07	6.59721      	10.6882          	86.028  	124       
98 	428   	115685     	2.44062e+06	5.87054	5.45382e+07	6.63532      	12.3359          	89.286  	86        
99 	424   	35372.3    	565319     	5.87054	1.2318e+07 	6.63532      	12.3359          	90.688  	86        
100	418   	5.75604e+06	1.26327e+08	5.86945	2.8273e+09 	6.50989      	8.88555          	95.728  	123       
