gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	5.69745e+08	1.02701e+10	83.068 	2.24572e+11	             	                 	        	          
1  	432   	2.74778e+09	6.06021e+10	83.068 	1.35639e+12	83.9635      	138.424          	2.79    	3         
2  	427   	2.7137e+09 	6.05989e+10	83.068 	1.35639e+12	83.9635      	138.424          	2.63    	3         
3  	419   	277497     	2.93529e+06	83.068 	4.43127e+07	83.9635      	138.424          	2.778   	3         
4  	415   	105076     	898538     	63.1154	1.21245e+07	79.5398      	131.488          	3.222   	6         
5  	427   	6.15615e+09	1.37508e+11	19.716 	3.07786e+12	20.3861      	32.0114          	5.58    	6         
6  	429   	230894     	2.14218e+06	30.6442	3.90908e+07	32.3711      	36.6674          	5.504   	7         
7  	424   	1.05797e+10	2.32388e+11	25.3583	5.20135e+12	27.4871      	47.0566          	5.912   	9         
8  	433   	1.87908e+08	2.58796e+09	25.3583	4.83054e+10	27.4871      	47.0566          	6.204   	9         
9  	419   	7.75386e+08	1.73166e+10	19.7993	3.87598e+11	20.8381      	33.7178          	6.526   	7         
10 	397   	1.12385e+07	2.3019e+08 	24.8346	5.13275e+09	26.1998      	35.7877          	7.018   	7         
11 	417   	1.35458e+10	3.02583e+11	22.4245	6.77274e+12	21.5843      	29.7636          	7.256   	13        
12 	395   	1.85987e+09	4.15255e+10	19.716 	9.29469e+11	20.3861      	32.0114          	7.836   	5         
13 	416   	150900     	1.15236e+06	21.2375	1.22585e+07	20.7772      	28.4765          	8.466   	20        
14 	399   	118523     	1.1019e+06 	21.1958	1.44226e+07	20.7309      	28.4276          	9.262   	18        
15 	428   	189039     	2.57237e+06	21.0796	5.36943e+07	21.9679      	29.0346          	12.304  	12        
16 	417   	483284     	8.302e+06  	20.7527	1.82229e+08	20.401       	29.2589          	14.242  	19        
17 	404   	1.91857e+06	4.07772e+07	19.3564	9.12309e+08	19.8817      	25.1791          	16.4    	13        
18 	406   	2.79112e+10	6.23486e+11	19.29  	1.39555e+13	21.7261      	26.0066          	17.612  	36        
19 	442   	536779     	6.81261e+06	14.4375	1.42853e+08	16.5161      	23.1261          	18.044  	33        
20 	430   	202432     	3.26254e+06	14.4375	7.09967e+07	16.5161      	23.1261          	22.594  	33        
21 	431   	200880     	3.66776e+06	13.667 	8.11e+07   	16.9468      	26.1155          	27.848  	49        
22 	432   	6.62267e+06	1.47731e+08	13.1675	3.30668e+09	16.0098      	24.7543          	30.098  	44        
23 	410   	129142     	1.97591e+06	13.1675	4.15597e+07	16.0098      	24.7543          	30.14   	44        
24 	434   	29025.3    	391690     	13.3068	8.2516e+06 	15.7078      	22.5125          	29.298  	23        
25 	422   	44405      	647499     	13.3068	1.21245e+07	15.7078      	22.5125          	29.494  	23        
26 	402   	90421.1    	941309     	13.3068	1.21245e+07	15.7078      	22.5125          	30.834  	23        
27 	412   	95152.9    	1.94314e+06	13.3068	4.33971e+07	15.7078      	22.5125          	30.396  	23        
28 	437   	2.53223e+06	5.42307e+07	13.3068	1.2137e+09 	15.7078      	22.5125          	29.6    	23        
29 	418   	45409.8    	658148     	13.2891	1.21245e+07	16.2274      	25.0017          	30.816  	28        
30 	423   	18268.6    	370546     	13.3068	8.28659e+06	15.7078      	22.5125          	30.818  	23        
31 	404   	29007.7    	546079     	13.2891	1.21245e+07	16.2274      	25.0017          	31.254  	28        
32 	429   	19762.6    	364290     	13.3676	8.1025e+06 	16.2868      	25.8427          	32.222  	41        
33 	420   	9937.99    	162247     	12.7732	3.56041e+06	14.6832      	20.514           	32.562  	50        
34 	419   	82488.3    	903486     	11.7766	1.21245e+07	14.491       	25.4377          	32.984  	30        
35 	431   	39320.3    	852868     	11.7766	1.90896e+07	14.491       	25.4377          	33.22   	30        
36 	431   	26757.3    	542118     	11.7766	1.21245e+07	14.491       	25.4377          	34.458  	30        
37 	401   	24277.6    	361525     	10.9729	7.31703e+06	13.0642      	20.8153          	34.798  	36        
38 	421   	1.30849e+06	2.16362e+07	10.5243	4.73111e+08	12.2498      	17.8207          	29.344  	38        
39 	404   	1.70209e+09	3.80215e+10	10.2468	8.51038e+11	12.428       	21.683           	29.716  	39        
40 	412   	175740     	3.58079e+06	9.85645	7.9907e+07 	10.9914      	14.6261          	29.866  	32        
41 	412   	241352     	2.49821e+06	9.85645	4.19709e+07	10.9914      	14.6261          	30.746  	32        
42 	412   	152162     	2.28168e+06	9.85645	4.89869e+07	10.9914      	14.6261          	31.83   	32        
43 	431   	21971.6    	242425     	9.7966 	4.18049e+06	10.9647      	13.9425          	32.67   	40        
44 	416   	85930.4    	937092     	9.7966 	1.21245e+07	10.9647      	13.9425          	34.326  	40        
45 	423   	213818     	4.08814e+06	9.27214	9.11197e+07	9.97788      	12.3666          	34.522  	30        
46 	428   	42484.7    	648889     	9.27214	1.21245e+07	9.97788      	12.3666          	35.31   	30        
47 	430   	88359      	1.38465e+06	9.18601	2.99998e+07	10.9216      	18.518           	35.268  	40        
48 	434   	2.71293e+09	6.0599e+10 	9.67625	1.35639e+12	11.4591      	16.1913          	36.208  	64        
49 	423   	73568.1    	847023     	9.67625	1.21245e+07	11.4591      	16.1913          	37.262  	64        
50 	441   	567095     	1.18162e+07	9.67625	2.64261e+08	11.4591      	16.1913          	38.782  	64        
51 	431   	2.31914e+06	5.06407e+07	9.22327	1.13342e+09	9.69413      	11.0221          	40.208  	43        
52 	425   	95293.3    	1.11779e+06	9.11079	2.01182e+07	11.0015      	18.4067          	40.546  	48        
53 	424   	94085.4    	1.00729e+06	8.17424	1.30968e+07	8.41445      	9.62095          	40.452  	55        
54 	414   	179750     	1.73533e+06	7.17407	2.66488e+07	7.81889      	10.2107          	42.036  	55        
55 	410   	29665.4    	557271     	6.82598	1.24313e+07	7.67691      	10.6529          	44.702  	56        
56 	413   	354062     	5.54759e+06	6.64518	9.6459e+07 	7.14447      	11.1727          	41.87   	34        
57 	421   	167402     	2.35353e+06	6.54707	5.03206e+07	7.35179      	9.83831          	42.212  	46        
58 	421   	36301.4    	554009     	6.33083	1.21245e+07	7.10584      	10.219           	44.48   	59        
59 	416   	106326     	1.15321e+06	6.33083	2.14114e+07	7.10584      	10.219           	47.598  	59        
60 	418   	290510     	5.53229e+06	6.33083	1.23173e+08	7.10584      	10.219           	47.042  	59        
61 	409   	62304.2    	1.01697e+06	5.61785	2.22973e+07	6.24206      	9.23438          	47.626  	57        
62 	421   	162996     	2.52698e+06	5.45862	5.39425e+07	6.28932      	9.34629          	47.808  	50        
63 	409   	6988.62    	61892.3    	5.45859	1.12165e+06	6.28919      	9.34558          	49.418  	47        
64 	400   	20992.3    	351176     	5.45859	7.78891e+06	6.28919      	9.34558          	49.64   	47        
65 	412   	71420.1    	816689     	5.45859	1.21245e+07	6.28919      	9.34558          	49.644  	47        
66 	401   	77961      	1.08135e+06	5.18106	2.16552e+07	5.90723      	9.21853          	50.77   	64        
