gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	6.17012e+08	1.01464e+10	96.1086	2.21072e+11	             	                 	        	          
1  	431   	120568     	596817     	96.1086	3.34194e+06	97.969       	74.2149          	2.722   	4         
2  	401   	103787     	842044     	96.1086	1.67333e+07	97.969       	74.2149          	3.962   	4         
3  	420   	1.74131e+10	3.88978e+11	92.0409	8.70651e+12	93.2462      	70.7641          	4.23    	8         
4  	413   	64289      	669368     	73.6878	1.33887e+07	70.5559      	75.451           	4.592   	9         
5  	416   	7637.5     	27907.1    	70.6461	194593     	66.2336      	92.5552          	7.652   	13        
6  	419   	145668     	3.11234e+06	58.9578	6.9666e+07 	60.1408      	57.3626          	7.936   	20        
7  	408   	6.36658e+06	1.4211e+08 	49.6837	3.18086e+09	50.0543      	57.1329          	10.708  	18        
8  	407   	2703.72    	22122.6    	36.1364	426445     	36.7366      	53.073           	11.518  	32        
9  	432   	17318.3    	334694     	31.2974	7.48628e+06	33.6127      	49.3381          	22.016  	44        
10 	438   	2782.91    	14152.5    	24.5664	135068     	27.063       	48.5926          	23.372  	53        
11 	427   	4491.71    	39977.3    	24.5664	819527     	27.063       	48.5926          	31.116  	53        
12 	421   	2826.27    	21008.3    	24.5664	367424     	27.063       	48.5926          	34.738  	53        
13 	416   	2422.06    	15534.4    	24.5664	211529     	27.063       	48.5926          	39.722  	53        
14 	430   	3573.76    	22215.6    	22.885 	283321     	28.0614      	43.3497          	42.102  	50        
15 	422   	15231      	275896     	22.885 	6.16625e+06	28.0614      	43.3497          	46.13   	50        
16 	426   	2086.89    	14088.1    	22.885 	193512     	28.0614      	43.3497          	48.78   	50        
17 	419   	2331.56    	14807.7    	24.018 	216382     	26.5088      	44.9541          	53.486  	37        
18 	424   	6370.4     	35395.6    	22.7592	430416     	28.1498      	45.4986          	56.414  	83        
19 	428   	2508.18    	14808.7    	22.7592	157496     	28.1498      	45.4986          	59.834  	83        
20 	441   	5237.96    	31647.6    	20.1295	426135     	22.7392      	35.2367          	62.582  	70        
21 	418   	108002     	2.36595e+06	22.7592	5.29583e+07	28.1498      	45.4986          	66.652  	83        
22 	432   	2982.67    	20616.9    	22.7436	276730     	28.1433      	45.4715          	66.656  	72        
23 	433   	1569.36    	13749.3    	22.6277	242874     	24.9564      	45.6128          	66.688  	67        
24 	431   	2231.21    	15267.8    	22.6277	238642     	24.9564      	45.6128          	68.62   	67        
25 	408   	2276.01    	18419.3    	22.7705	311875     	28.1533      	45.5153          	68.366  	71        
26 	432   	2066.12    	14734.4    	20.4624	230715     	21.6978      	37.0715          	71.294  	51        
27 	436   	11070.4    	154385     	22.7911	3.29737e+06	27.9277      	43.1897          	72.064  	82        
28 	420   	4.8644e+07 	1.08655e+09	20.9429	2.43204e+10	26.2664      	40.547           	74.032  	108       
29 	420   	2747.41    	19134.2    	22.7129	257852     	28.3714      	42.6409          	79.058  	72        
30 	413   	2716.09    	27554.3    	22.7129	519408     	28.3714      	42.6409          	79.982  	72        
31 	416   	2094.73    	16863.5    	22.1984	290807     	25.8433      	40.7714          	82.714  	109       
32 	434   	1440.7     	20349.8    	22.1984	427108     	25.8433      	40.7714          	84.638  	109       
33 	430   	1662.85    	11241.6    	21.3809	137905     	23.8846      	39.7421          	87.97   	109       
34 	427   	71310.5    	1.52983e+06	21.3809	3.42422e+07	23.8846      	39.7421          	91.492  	109       
35 	435   	2357.65    	18513.7    	20.9316	341810     	24.1568      	37.1932          	86.632  	108       
36 	421   	1576.26    	8719.1     	20.7534	89952      	23.1672      	34.1063          	86.272  	91        
37 	431   	2002.1     	15278.6    	20.6173	288728     	23.0289      	34.0008          	88.794  	93        
38 	421   	10981.6    	203950     	19.1647	4.56042e+06	21.6226      	32.0975          	88.66   	102       
39 	413   	3489.82    	38651.5    	19.1647	820804     	21.6226      	32.0975          	90.144  	102       
40 	405   	6730.39    	68462.2    	18.8124	1.37319e+06	21.0598      	40.2565          	92.914  	63        
41 	401   	5078.84    	44033.4    	18.8124	820844     	21.0598      	40.2565          	99.67   	63        
42 	413   	1544.46    	16678.8    	18.8124	345802     	21.0598      	40.2565          	98.926  	63        
43 	424   	4474.13    	28719.2    	18.4812	426135     	20.7214      	29.8066          	96.332  	99        
44 	411   	2624.98    	16178.5    	18.2962	168885     	20.6615      	34.6265          	98.822  	87        
45 	421   	2827.83    	21455.1    	14.656 	375673     	17.4879      	33.9699          	98.53   	107       
46 	428   	3023.5     	14527      	13.3083	141849     	16.0872      	31.4766          	94.89   	107       
47 	418   	4790.73    	29228.5    	13.3083	405540     	16.0872      	31.4766          	93.034  	107       
48 	402   	2109.84    	15316.4    	12.4894	259006     	15.3         	28.6628          	92.782  	107       
49 	418   	3097.73    	19554.9    	12.4894	280372     	15.3         	28.6628          	100.644 	107       
50 	424   	3263.14    	15452.9    	12.3998	146805     	15.258       	29.7241          	100.834 	119       
51 	431   	57744.4    	1.24392e+06	12.3998	2.78433e+07	15.258       	29.7241          	101.94  	119       
52 	425   	140695     	3.09954e+06	12.4892	6.93781e+07	15.2998      	28.6736          	101.46  	103       
53 	414   	1567.8     	12732.5    	12.5092	173903     	15.2298      	26.6544          	102.73  	115       
54 	417   	2532.07    	16446.9    	12.5092	249325     	15.2298      	26.6544          	103.29  	115       
