gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	1.69756e+09	2.82353e+10	65.3785	5.77439e+11	             	                 	        	          
1  	409   	1.01351e+09	2.12208e+10	34.8297	4.73944e+11	38.8418      	55.9615          	3.254   	4         
2  	423   	3.46272e+07	7.65036e+08	65.3785	1.71242e+10	69.3141      	102.592          	3.326   	3         
3  	414   	423516     	5.40919e+06	65.3785	1.20196e+08	69.3141      	102.592          	3.386   	3         
4  	425   	9.43747e+06	1.60984e+08	65.3785	3.33464e+09	69.3141      	102.592          	3.354   	3         
5  	419   	69716.5    	909846     	34.8297	1.59098e+07	38.8418      	55.9615          	3.326   	3         
6  	406   	9.63198e+07	2.14996e+09	34.8297	4.81228e+10	38.8418      	55.9615          	3.27    	3         
7  	421   	8638.55    	98408.1    	34.8297	1.51359e+06	38.8418      	55.9615          	3.32    	3         
8  	412   	120734     	1.6643e+06 	38.3622	3.46809e+07	46.17        	74.9907          	3.316   	9         
9  	424   	1.50878e+08	3.36799e+09	38.3622	7.53862e+10	46.17        	74.9907          	3.284   	9         
10 	433   	1.01678e+10	2.2713e+11 	21.9027	5.08387e+12	26.0749      	46.2739          	3.214   	7         
11 	402   	1.37048e+09	3.06056e+10	21.9027	6.85048e+11	26.0749      	46.2739          	3.292   	7         
12 	404   	764196     	1.54834e+07	19.7333	3.46332e+08	23.7618      	41.7717          	3.45    	9         
13 	413   	3.79576e+09	8.40254e+10	19.7333	1.8807e+12 	23.7618      	41.7717          	3.554   	9         
14 	418   	6.75101e+06	1.48957e+08	21.9027	3.33414e+09	26.0749      	46.2739          	3.532   	7         
15 	421   	2.97376e+08	4.38138e+09	22.5111	7.53862e+10	26.5114      	40.4602          	3.582   	7         
16 	443   	5.30113e+09	8.36054e+10	22.5111	1.33689e+12	26.5114      	40.4602          	3.804   	7         
17 	430   	2.11369e+10	4.72144e+11	22.5111	1.0568e+13 	26.5114      	40.4602          	3.978   	7         
18 	414   	1.01266e+09	1.62119e+10	22.5111	3.24011e+11	26.5114      	40.4602          	4.176   	7         
19 	425   	4.81896e+08	1.07624e+10	22.5111	2.40896e+11	26.5114      	40.4602          	4.392   	7         
20 	428   	6.16741e+07	1.36597e+09	21.2753	3.05745e+10	24.768       	40.1566          	4.74    	7         
21 	434   	1.46925e+06	2.13993e+07	21.2753	4.56715e+08	24.768       	40.1566          	5.116   	7         
22 	418   	839023     	1.46303e+07	19.1116	3.23622e+08	22.8989      	38.9567          	5.876   	8         
23 	426   	1.09388e+14	2.44354e+15	19.1116	5.4694e+16 	22.8989      	38.9567          	6.328   	8         
24 	424   	645444     	1.03692e+07	20.804 	2.30193e+08	24.7065      	42.5959          	7.01    	20        
25 	429   	7.46395e+08	1.66312e+10	21.2762	3.72258e+11	24.6904      	40.0799          	7.448   	8         
26 	426   	1.1462e+10 	2.5604e+11 	19.5764	5.73095e+12	23.4404      	37.7138          	7.786   	25        
27 	430   	4.59811e+08	1.01213e+10	18.5826	2.26529e+11	23.3101      	42.2795          	9.03    	16        
28 	422   	1.63205e+09	2.08909e+10	17.2941	3.24011e+11	21.0203      	33.1502          	12.642  	17        
29 	410   	3.14768e+06	6.94793e+07	17.2941	1.55517e+09	21.0203      	33.1502          	14.03   	17        
30 	423   	4.28343e+07	9.56319e+08	16.9852	2.14054e+10	21.0756      	35.3821          	15.184  	24        
31 	421   	2.61026e+09	5.83054e+10	16.8209	1.30505e+12	19.9628      	32.7204          	16.622  	22        
32 	421   	66669      	724537     	16.8209	1.24574e+07	19.9628      	32.7204          	17.98   	22        
33 	428   	5.2267e+08 	1.15761e+10	16.8209	2.59104e+11	19.9628      	32.7204          	21.386  	22        
34 	435   	55856      	713960     	16.8209	1.18713e+07	19.9628      	32.7204          	23.518  	22        
35 	417   	1.7957e+06 	3.15737e+07	16.8209	6.80594e+08	19.9628      	32.7204          	24.816  	22        
36 	419   	42875.1    	584034     	15.3789	1.2166e+07 	18.4344      	27.3807          	24.568  	35        
37 	416   	40749.5    	775506     	15.3533	1.70833e+07	18.5392      	28.501           	26.004  	45        
38 	413   	70114.8    	1.20425e+06	14.781 	2.65526e+07	18.2683      	29.3286          	25.542  	45        
39 	414   	2.62457e+09	5.8622e+10 	14.781 	1.31214e+12	18.2683      	29.3286          	26.014  	45        
40 	408   	188253     	2.9467e+06 	15.239 	5.81093e+07	17.2882      	26.9732          	28.002  	53        
41 	419   	7320.69    	91576.3    	13.6016	1.81799e+06	16.217       	24.7974          	36.184  	55        
42 	399   	139209     	2.95659e+06	12.8796	6.61066e+07	15.0824      	21.9528          	50.614  	41        
43 	409   	38692.8    	555073     	12.1176	1.18137e+07	14.4673      	21.6999          	43.576  	30        
44 	428   	14819.9    	201930     	10.3711	3.17487e+06	12.1763      	20.1924          	37.202  	60        
45 	413   	20276      	246047     	9.90855	3.19026e+06	12.0591      	19.1785          	40.082  	30        
46 	427   	106057     	819624     	9.26806	1.20171e+07	11.7329      	20.0557          	24.352  	37        
47 	419   	200228     	2.62868e+06	9.26806	5.69325e+07	11.7329      	20.0557          	26.664  	37        
