gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	4.57053e+09	8.02327e+10	42.4841	1.76676e+12	             	                 	        	          
1  	428   	2.35083e+07	5.19169e+08	33.4149	1.16206e+10	33.9975      	50.712           	3.164   	6         
2  	404   	9.82189e+07	2.19207e+09	42.4841	4.90654e+10	34.8196      	62.1895          	3.228   	3         
3  	410   	1.03924e+10	2.3197e+11 	42.4841	5.1922e+12 	34.8196      	62.1895          	3.194   	3         
4  	409   	7.62353e+07	1.28091e+09	42.4841	2.62336e+10	34.8196      	62.1895          	3.248   	3         
5  	415   	1.09867e+07	2.3808e+08 	42.4841	5.32784e+09	34.8196      	62.1895          	3.264   	3         
6  	432   	7.59027e+08	1.69529e+10	42.4841	3.79459e+11	34.8196      	62.1895          	3.17    	3         
7  	428   	6.59935e+08	1.4727e+10 	42.4841	3.29635e+11	34.8196      	62.1895          	3.256   	3         
8  	417   	1.58379e+06	2.04283e+07	42.4841	3.65017e+08	34.8196      	62.1895          	3.282   	3         
9  	420   	1.03852e+10	2.31977e+11	42.4841	5.19236e+12	34.8196      	62.1895          	3.224   	3         
10 	414   	157959     	2.66219e+06	42.4841	5.82986e+07	34.8196      	62.1895          	3.202   	3         
11 	426   	183635     	2.05277e+06	42.4841	4.26986e+07	34.8196      	62.1895          	3.19    	3         
12 	409   	2.91462e+06	6.15198e+07	39.8463	1.37685e+09	42.0165      	47.7569          	3.206   	4         
13 	417   	320046     	2.99608e+06	39.8463	4.67606e+07	42.0165      	47.7569          	3.3     	4         
14 	420   	72450.6    	673891     	39.8463	1.19636e+07	42.0165      	47.7569          	3.324   	4         
15 	413   	3.31131e+06	6.83902e+07	39.8463	1.52989e+09	42.0165      	47.7569          	4.894   	4         
16 	431   	1.30211e+09	2.90837e+10	31.1952	6.50982e+11	33.7277      	49.8648          	4.856   	7         
17 	441   	725537     	8.02001e+06	32.1929	1.52185e+08	29.4236      	53.4493          	5.032   	8         
18 	401   	1.48926e+06	2.32616e+07	35.7106	5.01698e+08	37.961       	50.9752          	5.136   	3         
19 	415   	2.7908e+06 	5.94565e+07	24.304 	1.33075e+09	23.7782      	39.5389          	5.342   	10        
20 	402   	8.29291e+07	1.30453e+09	24.304 	2.29513e+10	23.7782      	39.5389          	5.428   	10        
21 	440   	1.92035e+08	4.22417e+09	29.5246	9.45427e+10	25.074       	40.1638          	5.522   	8         
22 	414   	1.03719e+07	2.2718e+08 	24.7596	5.08496e+09	22.0228      	37.3699          	5.966   	9         
23 	416   	1.05239e+08	2.19784e+09	32.1929	4.90846e+10	29.4236      	53.4493          	6.806   	8         
24 	412   	9.52902e+07	1.55404e+09	27.6833	3.07622e+10	30.4485      	47.73            	7.536   	9         
25 	427   	1.00264e+09	1.77957e+10	25.1424	3.79518e+11	26.0905      	45.203           	8.438   	9         
26 	422   	801246     	8.96659e+06	24.304 	1.37234e+08	23.7782      	39.5389          	9.242   	10        
27 	416   	1.19798e+09	1.9567e+10 	24.304 	3.79481e+11	23.7782      	39.5389          	9.984   	10        
28 	407   	3.10181e+09	5.1802e+10 	24.304 	1.09389e+12	23.7782      	39.5389          	10.474  	10        
29 	428   	140894     	1.26644e+06	23.8971	1.73089e+07	21.9493      	36.5515          	10.69   	13        
30 	420   	6.16752e+09	1.37763e+11	22.8043	3.08357e+12	21.7727      	37.4932          	13.458  	17        
31 	398   	291587     	3.53544e+06	22.401 	7.43647e+07	22.5533      	40.3681          	14.16   	37        
32 	419   	299290     	2.39055e+06	22.4056	2.87362e+07	22.5695      	40.414           	13.908  	37        
33 	414   	469810     	7.25738e+06	21.6518	1.59222e+08	20.0049      	32.7251          	15.126  	14        
34 	413   	176865     	1.68731e+06	21.6518	2.99873e+07	20.0049      	32.7251          	16.692  	14        
35 	445   	46496.3    	578245     	21.6867	1.19636e+07	20.0088      	34.9143          	18.996  	36        
36 	428   	295330     	3.46781e+06	21.6861	6.57374e+07	20.0089      	34.9132          	22.776  	36        
