,gen,nevals,mean_training_error,std_training_error,min_training_error,max_training_error,testing_error,std_testing_error,avg_size,elite_size
count,101.0,101.0,101.0,101.0,101.0,101.0,100.0,100.0,100.0,100.0
mean,50.0,420.7419801980197,2.0926144941554742e+18,3.30535670890245e+20,16.482771069306935,1.046309212208615e+21,16.904957092,28.857977515127,55.674388000000015,62.069600000000015
std,29.300170647967224,8.114939065674118,2.098028228636255e+19,3.313953962803717e+21,12.514352110983321,1.0490161045353177e+22,11.116561987291195,15.731527499150854,34.503924261886205,36.84973236803707
min,0.0,417.3,258203017.1826,14633896690.245857,7.0662084,119371997225.5,7.8473092,16.217492663319383,3.33072,4.34
25%,25.0,418.78,21518943208.8956,3044238901846.289,8.4790944,10702322163478.66,9.350339,18.343616589290885,25.13273,28.195
50%,50.0,420.0,349463478067.5282,55115335842026.04,11.9183144,174728499357581.3,12.874061000000001,22.71468221602258,57.29912,66.4
75%,75.0,421.0,4892936128509.142,645580233422148.6,18.773264,2238973071153439.5,19.685216,32.74996269609349,87.85172,96.625
max,100.0,500.0,2.1085402228901957e+20,3.3305577922023934e+22,77.242718,1.0542721114429364e+23,62.69329,95.28166813316925,109.761,115.34
