gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	6.05889e+08	1.03642e+10	27.2931	2.27963e+11	             	                 	        	          
1  	430   	107552     	923894     	27.7595	1.68397e+07	26.06        	37.154           	3.128   	6         
2  	415   	437207     	5.44421e+06	27.7595	1.16468e+08	26.06        	37.154           	3.314   	6         
3  	395   	771339     	1.55809e+07	26.3461	3.485e+08  	24.6878      	38.3109          	3.514   	6         
4  	388   	101374     	837403     	27.4761	1.2007e+07 	25.5328      	42.4167          	3.666   	6         
5  	429   	105527     	744689     	25.6975	1.19892e+07	23.7422      	41.569           	3.958   	6         
6  	416   	23657.4    	213559     	27.4761	3.17079e+06	25.5328      	42.4167          	4.444   	6         
7  	429   	102519     	903816     	26.1751	1.28993e+07	24.5642      	42.2126          	4.698   	8         
8  	433   	4.5486e+08 	1.0158e+10 	25.6975	2.27367e+11	23.7422      	41.569           	5.152   	6         
9  	424   	121488     	923131     	25.3125	1.25714e+07	23.3213      	39.0847          	5.678   	11        
10 	422   	49213.3    	459704     	25.8935	6.50806e+06	23.9233      	40.273           	6.092   	9         
11 	419   	132332     	1.24093e+06	26.3535	1.68397e+07	24.2901      	42.5114          	7.056   	9         
12 	418   	90708.1    	870402     	25.5169	1.31482e+07	23.3667      	41.9294          	8.068   	8         
13 	430   	76864.1    	816362     	25.5169	1.30678e+07	23.3667      	41.9294          	9.44    	8         
14 	416   	430497     	6.86493e+06	25.6975	1.46617e+08	23.7422      	41.569           	11.166  	6         
15 	435   	105420     	909518     	25.6975	1.28642e+07	23.7422      	41.569           	12.8    	6         
16 	415   	2.04604e+08	3.23207e+09	25.1286	5.37953e+10	23.2806      	40.7615          	15.528  	13        
17 	415   	65549      	378710     	24.8957	3.28591e+06	22.8893      	40.7234          	17.588  	35        
18 	426   	391013     	5.60949e+06	24.8957	1.23064e+08	22.8893      	40.7234          	19.414  	35        
19 	414   	88990.8    	781526     	23.0817	1.51537e+07	22.1982      	38.4367          	20.058  	27        
20 	437   	1.06973e+08	1.82452e+09	23.0817	3.93575e+10	22.1982      	38.4367          	20.388  	27        
21 	423   	7.2955e+09 	1.62964e+11	22.5668	3.64764e+12	21.2057      	36.8954          	20.142  	13        
22 	427   	3.86831e+09	8.56221e+10	23.0823	1.91648e+12	22.1988      	38.4348          	21.448  	29        
23 	426   	7.0966e+06 	1.51723e+08	23.0823	3.39494e+09	22.1987      	38.4346          	21.458  	29        
24 	416   	5.84791e+08	1.23157e+10	23.0821	2.75161e+11	22.1986      	38.4347          	22.012  	27        
25 	408   	6.84858e+06	1.51915e+08	20.9334	3.40036e+09	19.1687      	31.5094          	21.54   	7         
26 	425   	7.08827e+06	1.53572e+08	20.9334	3.43684e+09	19.1687      	31.5094          	22.772  	7         
27 	416   	2.39529e+07	5.10747e+08	22.0498	1.14269e+10	20.4772      	31.9396          	24.426  	9         
28 	425   	128594     	1.08988e+06	22.0498	1.61467e+07	20.4772      	31.9396          	26.458  	9         
29 	410   	209432     	2.41214e+06	21.6228	5.10022e+07	19.8947      	29.3214          	29.578  	21        
30 	433   	1.87864e+08	2.96109e+09	21.4079	4.78779e+10	19.6994      	28.028           	31.252  	19        
31 	409   	4.38306e+06	9.67188e+07	21.328 	2.16487e+09	19.2744      	28.6777          	33.804  	20        
32 	411   	221208     	4.22674e+06	21.5331	9.44576e+07	19.826       	33.107           	35.524  	20        
