gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	7.03633e+07	9.02098e+08	83.435 	1.64867e+10	             	                 	        	          
1  	439   	7.18801e+06	1.45948e+08	83.435 	3.25392e+09	82.3204      	119.232          	3.116   	3         
2  	407   	2.5649e+09 	5.71424e+10	83.435 	1.27903e+12	82.3204      	119.232          	3.318   	3         
3  	421   	1.44681e+06	2.24486e+07	83.435 	4.82041e+08	82.3204      	119.232          	3.256   	3         
4  	427   	3.32884e+07	7.36572e+08	83.435 	1.64867e+10	82.3204      	119.232          	3.324   	3         
5  	421   	6.60727e+07	1.03709e+09	83.435 	1.64867e+10	82.3204      	119.232          	3.174   	3         
6  	420   	770569     	1.35719e+07	53.368 	2.96304e+08	54.2443      	53.4457          	2.974   	5         
7  	421   	9.13691e+06	1.56659e+08	53.2244	3.25392e+09	54.12        	52.9295          	2.98    	11        
8  	414   	5532.53    	66451      	41.8193	1.34245e+06	43.3109      	41.4936          	3.172   	6         
9  	435   	1.18711e+08	2.19759e+09	41.8193	4.78475e+10	43.3109      	41.4936          	4.094   	6         
10 	427   	5725.18    	56671.1    	31.5999	1.03164e+06	31.3505      	43.9937          	4.604   	11        
11 	442   	7523.18    	64703      	41.8193	1.07736e+06	43.3109      	41.4936          	5.132   	7         
12 	435   	2632.99    	19297.6    	41.8193	255033     	43.3109      	41.4936          	5.294   	7         
13 	394   	9.54903e+07	2.133e+09  	41.8193	4.77431e+10	43.3109      	41.4936          	5.562   	7         
14 	419   	2318.98    	22710.8    	41.8193	426943     	43.3109      	41.4936          	5.784   	7         
15 	428   	1.6794e+06 	3.74694e+07	41.8193	8.38683e+08	43.3109      	41.4936          	5.968   	7         
16 	416   	2787.89    	31227.1    	41.8193	426943     	43.3109      	41.4936          	7.058   	6         
17 	428   	50720.8    	1.0075e+06 	41.8193	2.25348e+07	43.3109      	41.4936          	8.066   	6         
18 	422   	11839.5    	97298.2    	17.2396	1.76628e+06	16.457       	27.5073          	9.448   	24        
19 	395   	5790.43    	57152.9    	41.8193	1.06079e+06	43.3109      	41.4936          	11.192  	7         
20 	420   	3719       	25742.5    	41.283 	426943     	42.7596      	41.1009          	12.812  	9         
21 	418   	6633.49    	59863.7    	40.8967	938060     	42.3135      	40.7435          	14.792  	12        
22 	410   	3033.84    	22951.5    	23.1312	407614     	22.3332      	34.4182          	15.694  	17        
23 	407   	54810.9    	765283     	23.1312	1.62211e+07	22.3332      	34.4182          	17.496  	17        
24 	425   	7674.38    	63512.2    	20.6221	938055     	18.8578      	35.0336          	18.714  	47        
25 	412   	11849.6    	101715     	20.5346	1.77225e+06	18.941       	35.1993          	19.784  	49        
26 	427   	19621      	300121     	20.5204	6.61768e+06	18.9347      	35.1815          	20.456  	50        
27 	413   	11942.6    	89870      	20.5204	1.45444e+06	18.9347      	35.1815          	22.162  	50        
28 	426   	27650.4    	265570     	18.7142	4.96026e+06	17.2901      	32.2962          	25.414  	65        
29 	411   	14465.6    	161915     	17.3254	3.30751e+06	16.1978      	29.0009          	28.492  	62        
30 	429   	290827     	4.18427e+06	17.3252	8.05209e+07	16.1983      	29.0002          	30.852  	69        
31 	413   	4803.11    	43168.5    	17.3354	528413     	16.1963      	28.9975          	33.702  	67        
32 	408   	8582.96    	77598.8    	17.3108	937451     	16.1909      	28.9975          	37.886  	67        
33 	406   	8454.35    	83226.6    	17.3029	1.66841e+06	16.1973      	29.019           	40.89   	73        
34 	430   	16706.6    	116912     	17.3029	1.59205e+06	16.1973      	29.019           	43.068  	73        
35 	418   	313410     	6.33483e+06	17.2   	1.41638e+08	16.079       	28.7444          	44.716  	69        
36 	415   	16344.7    	146281     	17.1813	2.67693e+06	16.0774      	28.7458          	47.082  	69        
37 	412   	7947.7     	79885.2    	16.9431	945958     	15.8145      	28.6005          	52.178  	39        
38 	419   	15792.5    	141431     	16.7594	1.90093e+06	15.8678      	27.0547          	56.794  	81        
39 	404   	4075.9     	39025.1    	16.2835	727916     	15.7725      	28.9882          	59.796  	70        
40 	415   	22761.1    	223939     	16.2835	3.62605e+06	15.7725      	28.9882          	63.002  	70        
41 	427   	10850.7    	130341     	15.8522	2.66382e+06	16.4591      	29.4778          	62.076  	91        
42 	425   	9269.45    	116783     	15.8455	2.26576e+06	16.4617      	29.5028          	61.676  	75        
43 	424   	57528.8    	1.05208e+06	15.8455	2.34127e+07	16.4617      	29.5028          	60.464  	75        
44 	426   	17274      	178550     	15.5149	3.30436e+06	13.9376      	20.7734          	61.164  	35        
45 	418   	8130.18    	76759.5    	15.5149	944201     	13.9376      	20.7734          	63.6    	35        
46 	429   	6939.62    	65934.1    	15.5065	933375     	13.9349      	20.7723          	66.656  	30        
47 	396   	18423      	289997     	15.5252	6.18999e+06	13.939       	20.7571          	70.51   	30        
48 	432   	2536.34    	21863.2    	15.4967	335238     	13.9199      	20.7527          	71.282  	27        
49 	429   	7504.98    	95771.1    	15.4967	1.9174e+06 	13.9199      	20.7527          	71.24   	27        
50 	395   	10275      	137504     	15.5024	2.90205e+06	13.9299      	20.7383          	70.636  	34        
51 	420   	12908.7    	155418     	14.0304	2.74979e+06	12.6425      	18.8724          	72.458  	27        
52 	425   	17194.8    	161171     	14.0304	2.02768e+06	12.6425      	18.8724          	71.89   	27        
53 	417   	23054.6    	258223     	14.0538	4.67443e+06	12.6622      	18.9135          	69.52   	35        
54 	440   	12292.5    	159718     	14.0628	3.25507e+06	12.6688      	18.9258          	68.414  	64        
55 	434   	6197.86    	62360.1    	13.919 	958999     	12.8774      	18.3626          	66.364  	51        
56 	414   	21284.5    	280094     	13.9157	5.83617e+06	12.8778      	18.3639          	63.706  	56        
57 	413   	14879.8    	206316     	13.8925	4.38545e+06	12.8634      	18.3415          	62.402  	51        
58 	406   	9986.71    	86384.7    	13.8914	1.11222e+06	12.8654      	18.326           	58.606  	44        
59 	427   	2.96743e+06	6.60681e+07	13.2234	1.47881e+09	11.9455      	18.2361          	53.96   	72        
60 	421   	44993.6    	640181     	12.519 	1.2822e+07 	11.328       	17.4592          	52.592  	47        
61 	433   	22255.1    	242313     	13.1673	4.0924e+06 	11.8312      	17.6929          	50.624  	63        
62 	424   	17254.2    	222399     	12.5373	4.16584e+06	11.2696      	17.9736          	51.966  	45        
63 	424   	14007      	106187     	12.5373	1.26341e+06	11.2696      	17.9736          	52.546  	45        
64 	418   	2623.48    	45031.9    	12.4779	999400     	11.2928      	17.4585          	54.31   	55        
65 	414   	9734.45    	79954.7    	12.4779	1.26412e+06	11.2928      	17.4585          	55.186  	55        
