gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	5.36595e+07	8.2181e+08 	108    	1.76304e+10	             	                 	        	          
1  	427   	33498.9    	203899     	80.1808	3.04316e+06	86.8506      	142.879          	3.2     	3         
2  	408   	184145     	1.41394e+06	80.1808	1.81498e+07	86.8506      	142.879          	3.356   	3         
3  	425   	578893     	7.56292e+06	37.5538	1.62243e+08	44.3091      	52.559           	3.724   	4         
4  	416   	9.79052e+07	2.17765e+09	20.6089	4.87429e+10	25.9454      	40.3478          	3.836   	6         
5  	422   	3.66758e+07	7.90876e+08	20.6089	1.77003e+10	25.9454      	40.3478          	3.946   	6         
6  	416   	3.55524e+07	7.90816e+08	37.5538	1.7701e+10 	44.3091      	52.559           	3.994   	4         
7  	414   	1.06887e+06	2.12464e+07	48.3131	4.75092e+08	60.1096      	76.151           	4.13    	10        
8  	426   	70491.5    	493864     	48.3131	6.19337e+06	60.1096      	76.151           	4.272   	10        
9  	435   	148573     	1.07882e+06	32.3641	1.36018e+07	41.3075      	58.2548          	4.254   	3         
10 	411   	5.89342e+06	1.297e+08  	45.9466	2.90312e+09	57.5267      	75.0176          	4.688   	10        
11 	414   	131690     	914870     	26.2216	1.23386e+07	36.3435      	109.987          	5.238   	8         
12 	407   	157446     	1.15522e+06	37.5538	1.43693e+07	44.3091      	52.559           	6.244   	4         
13 	411   	390020     	5.45026e+06	11.7461	1.19508e+08	14.4661      	24.7997          	6.912   	19        
14 	393   	261971     	1.63896e+06	11.7232	1.56761e+07	14.4774      	24.0108          	7.496   	14        
15 	427   	5.15651e+07	1.14963e+09	11.7232	2.57324e+10	14.4774      	24.0108          	8.056   	14        
16 	413   	282276     	2.67691e+06	11.7228	5.55757e+07	14.4768      	24.0128          	8.724   	11        
17 	416   	7.18062e+06	1.52953e+08	11.6927	3.42368e+09	14.4314      	24.5386          	9.664   	10        
18 	408   	497409     	5.95856e+06	11.7228	1.29326e+08	14.4768      	24.0128          	11.832  	11        
19 	430   	387266     	5.08355e+06	11.6587	1.08393e+08	14.3773      	24.9857          	14.172  	13        
20 	418   	1.04516e+06	2.04324e+07	11.6587	4.5713e+08 	14.3773      	24.9857          	17.36   	13        
21 	415   	2.56175e+06	4.49183e+07	11.6658	9.91125e+08	14.3906      	24.9367          	20.154  	12        
22 	420   	501435     	9.01843e+06	10.7336	2.01235e+08	13.2687      	16.935           	23.312  	35        
23 	426   	103369     	980276     	10.5787	1.82894e+07	13.1322      	19.1538          	23.12   	20        
24 	411   	187686     	2.7458e+06 	10.7311	6.02637e+07	13.2674      	16.9292          	23.252  	39        
25 	410   	4.43654e+09	9.90994e+10	10.6819	2.21815e+12	13.1524      	17.759           	24.04   	43        
26 	425   	9.75339e+07	2.17757e+09	10.6746	4.87407e+10	13.1467      	17.7456          	24.756  	43        
27 	441   	3.83209e+08	8.55809e+09	10.6555	1.91556e+11	13.1501      	17.3139          	27.066  	26        
28 	402   	59404      	607010     	10.6566	1.16416e+07	13.1576      	17.2596          	30.922  	35        
29 	415   	319224     	5.69898e+06	10.6155	1.26891e+08	13.1245      	17.1969          	35.254  	29        
30 	409   	101657     	1.02894e+06	10.5216	1.78509e+07	13.2134      	19.3191          	38.458  	28        
31 	427   	48086.8    	495602     	10.3431	9.20019e+06	12.8031      	19.045           	38.702  	34        
32 	416   	5.16406e+06	1.13043e+08	10.1082	2.53021e+09	12.5102      	18.9485          	40.026  	30        
33 	402   	1.76022e+09	3.93167e+10	10.1094	8.80029e+11	12.5105      	18.9587          	40.328  	45        
34 	417   	28751.5    	287004     	10.1094	3.15975e+06	12.5105      	18.9587          	41.58   	45        
35 	426   	83344.7    	750556     	10.1025	1.15882e+07	12.5019      	18.9851          	41.644  	19        
36 	419   	100064     	1.41593e+06	10.0802	2.91315e+07	12.4762      	19.0165          	43.64   	46        
37 	422   	7.18823e+08	1.60551e+10	10.0581	3.59362e+11	12.5191      	17.8952          	45.142  	46        
38 	422   	75307.4    	1.06599e+06	10.0581	2.3084e+07 	12.5191      	17.8952          	45.362  	46        
39 	424   	98642.3    	878491     	9.99409	1.19632e+07	12.5322      	16.6446          	44      	35        
40 	419   	76928.9    	911819     	10.0468	1.9137e+07 	12.6396      	16.6865          	41.49   	38        
41 	423   	5948.13    	62632.1    	9.93988	930596     	12.3683      	18.2579          	38.62   	45        
42 	444   	10380.3    	186570     	9.79842	4.07026e+06	12.441       	16.5587          	37.94   	28        
43 	428   	39602.7    	439998     	9.74504	8.68688e+06	12.3782      	16.6184          	38.516  	54        
44 	421   	61144.1    	685539     	9.74504	1.16416e+07	12.3782      	16.6184          	39.4    	54        
45 	412   	20948.8    	208716     	9.74427	3.05806e+06	12.3778      	16.6235          	39.41   	59        
46 	423   	31383.4    	393297     	9.74427	7.76603e+06	12.3778      	16.6235          	41.042  	59        
47 	408   	6830.59    	97196.3    	9.74318	2.04944e+06	12.3753      	16.6059          	41.102  	37        
48 	443   	4.6535e+08 	1.03821e+10	9.71711	2.32384e+11	12.3407      	16.4162          	40.716  	54        
49 	422   	32335      	268090     	9.70854	3.09274e+06	12.3292      	16.4275          	39.616  	31        
50 	412   	19778.8    	205228     	9.72482	3.13712e+06	12.3539      	16.4483          	41.066  	54        
51 	421   	61146.6    	607070     	9.66794	9.12717e+06	12.2772      	16.4126          	43.51   	61        
