gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	6.70691e+08	1.03614e+10	76.5146	2.24987e+11	             	                 	        	          
1  	437   	117988     	1.1148e+06 	83.3827	2.01656e+07	75.7179      	88.621           	3.212   	7         
2  	402   	4.50722e+08	1.00516e+10	83.3827	2.24986e+11	75.7179      	88.621           	3.282   	7         
3  	430   	1.68536e+06	2.59811e+07	77.7831	5.2402e+08 	71.9889      	78.0389          	3.498   	7         
4  	419   	1.67025e+09	3.72991e+10	83.3827	8.34868e+11	75.7179      	88.621           	3.73    	7         
5  	399   	1.12529e+06	2.34197e+07	83.3827	5.2402e+08 	75.7179      	88.621           	3.772   	7         
6  	428   	30637.8    	175344     	54.7381	3.18965e+06	49.0893      	63.7867          	4.084   	7         
7  	435   	21985.4    	108722     	54.7381	997495     	49.0893      	63.7867          	4.308   	7         
8  	415   	6.08811e+07	1.35888e+09	54.7381	3.04161e+10	49.0893      	63.7867          	4.954   	7         
9  	414   	5482.21    	52325.9    	18.311 	994049     	15.5053      	26.2463          	5.496   	11        
10 	414   	5010.13    	39664.8    	18.311 	582319     	15.5053      	26.2463          	6.092   	11        
11 	420   	10413.9    	154620     	18.311 	3.41649e+06	15.5053      	26.2463          	6.478   	11        
12 	406   	5787.43    	80339.9    	18.311 	1.73693e+06	15.5053      	26.2463          	7.226   	12        
13 	409   	62211.2    	1.32782e+06	18.2992	2.97166e+07	15.4916      	26.2221          	8.03    	17        
14 	433   	2562.77    	22714.3    	18.2992	432654     	15.4916      	26.2221          	9.056   	17        
15 	407   	896.185    	12942.6    	18.2992	276256     	15.4916      	26.2221          	10.138  	17        
16 	424   	2.93521e+07	5.28752e+08	18.2947	1.13716e+10	15.4887      	26.2346          	12.052  	13        
17 	439   	9431.5     	68856.3    	18.2694	879523     	15.4647      	26.2034          	14.472  	19        
18 	415   	10818.1    	92617.5    	18.2694	1.58187e+06	15.4647      	26.2034          	16.804  	19        
19 	404   	7924.72    	81955      	18.2885	1.58619e+06	15.4928      	26.243           	18.704  	26        
20 	413   	11132.8    	84336.2    	18.2549	1.41357e+06	15.4454      	26.1479          	20.192  	21        
21 	418   	9981.76    	55101.4    	18.2549	571905     	15.4454      	26.1479          	20.78   	21        
22 	409   	8696.79    	85566.9    	18.2272	1.78617e+06	15.4225      	26.1245          	22.538  	20        
23 	415   	8296.72    	55855.5    	18.2507	672603     	15.4446      	26.1298          	24.56   	18        
24 	422   	1.51614e+09	3.3868e+10 	18.2507	7.58069e+11	15.4446      	26.1298          	26.26   	18        
25 	430   	112388     	2.40534e+06	18.2271	5.38338e+07	15.4224      	26.1244          	27.166  	24        
26 	430   	6.60984e+06	1.47548e+08	18.2254	3.30257e+09	15.4281      	26.1307          	27.758  	30        
