gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	7.67295e+08	1.03432e+10	31.9401	1.68751e+11	             	                 	        	          
1  	420   	2.71305e+09	5.91698e+10	110.059	1.32411e+12	114.377      	142.239          	3.164   	2         
2  	419   	4.49036e+08	1.003e+10  	84.4495	2.24501e+11	82.5819      	137.459          	3.386   	3         
3  	400   	9.82403e+06	2.18926e+08	102.562	4.90025e+09	107.118      	127.474          	3.684   	6         
4  	409   	32568.9    	212985     	62.8097	4.15323e+06	67.9895      	60.7378          	3.952   	4         
5  	387   	70754.8    	1.11862e+06	62.8097	2.49829e+07	67.9895      	60.7378          	4.114   	4         
6  	435   	3.01131e+07	5.44119e+08	62.8097	1.17275e+10	67.9895      	60.7378          	4.338   	4         
7  	424   	8222.63    	52759.5    	62.8097	711339     	67.9895      	60.7378          	4.6     	4         
8  	426   	10753.9    	76101      	62.8097	1.12305e+06	67.9895      	60.7378          	4.974   	4         
9  	407   	2.35168e+07	5.24895e+08	57.5803	1.17488e+10	63.0183      	96.2014          	5.276   	6         
10 	405   	23002.2    	218758     	55.438 	4.21435e+06	60.9599      	86.1278          	5.278   	9         
11 	442   	6.70491e+07	1.05738e+09	46.6523	1.67909e+10	51.5524      	64.8247          	5.952   	18        
12 	413   	13301.5    	152138     	46.325 	3.2903e+06 	51.0922      	67.2822          	6.54    	14        
13 	416   	6434.8     	44200.9    	46.6521	459064     	51.5521      	64.8265          	7.4     	16        
14 	435   	42652.2    	779746     	46.5585	1.74292e+07	51.5523      	61.5108          	8.35    	15        
15 	429   	14592.5    	191274     	46.4424	4.15325e+06	51.323       	63.4263          	9.762   	29        
16 	434   	5320.01    	34962.4    	46.3807	438266     	51.3758      	61.0408          	11.234  	14        
17 	411   	2690.19    	18817.7    	46.3784	249591     	51.2524      	64.6203          	13.34   	15        
18 	435   	10731.7    	186208     	26.532 	4.15325e+06	30.4877      	46.0906          	15.662  	16        
19 	422   	1206.14    	8035.79    	26.532 	98939.8    	30.4877      	46.0906          	18.216  	16        
