gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	1.98357e+07	2.95734e+08	60.8312	5.65779e+09	             	                 	        	          
1  	404   	1.05074e+08	2.19532e+09	100.652	4.90265e+10	109.387      	125.144          	3.218   	8         
2  	404   	4.6535e+08 	1.02783e+10	30.9959	2.30052e+11	35.2045      	59.5946          	3.358   	3         
3  	422   	2.04515e+09	3.9474e+10 	87.1629	8.70722e+11	79.8686      	131.075          	3.426   	3         
4  	415   	7.41073e+08	1.65534e+10	87.1629	3.70515e+11	79.8686      	131.075          	3.434   	3         
5  	425   	3.65935e+06	7.61369e+07	75.6555	1.70274e+09	81.9098      	94.1353          	3.31    	6         
6  	421   	4.70144e+08	1.03585e+10	75.6555	2.3184e+11 	81.9098      	94.1353          	3.138   	6         
7  	420   	6.82756e+06	1.52391e+08	70.5862	3.41099e+09	74.1171      	72.2519          	3.118   	11        
8  	430   	70169.1    	1.4845e+06 	75.5108	3.3224e+07 	81.7326      	93.8139          	3.17    	8         
9  	424   	2368.67    	24850.9    	79.0445	495766     	78.7665      	66.8135          	3.61    	13        
10 	416   	3.08107e+10	6.88183e+11	88.7988	1.54037e+13	92.7001      	83.1354          	4.376   	10        
11 	403   	12565.4    	142316     	69.7515	2.80812e+06	74.4488      	77.0144          	4.86    	7         
12 	400   	2.90512e+07	6.48896e+08	69.7515	1.45243e+10	74.4488      	77.0144          	5.396   	7         
13 	426   	2230.04    	27877.9    	69.7197	438774     	74.393       	76.8433          	5.978   	9         
14 	421   	9.80556e+07	2.19034e+09	57.5567	4.90265e+10	63.2039      	93.1715          	6.284   	6         
15 	424   	167817     	3.21616e+06	42.2936	7.10044e+07	46.4129      	44.9426          	7.03    	5         
16 	418   	5835.82    	64932.9    	57.5567	981300     	63.2039      	93.1715          	7.588   	6         
17 	423   	1991.93    	31092.4    	59.6105	684482     	64.3156      	98.6202          	8.556   	9         
18 	431   	15202.3    	270518     	54.3795	6.00071e+06	59.6971      	71.9007          	9.708   	36        
19 	396   	1071.05    	13005.9    	54.3795	230034     	59.6971      	71.9007          	10.364  	36        
20 	418   	3933.67    	60840      	37.112 	1.2869e+06 	40.8137      	51.2196          	11.824  	17        
21 	416   	2412.85    	17855.2    	54.3084	197525     	59.3634      	70.4001          	13.04   	34        
22 	421   	1769.61    	23789.7    	37.3405	494724     	40.9088      	51.1076          	15.882  	25        
23 	427   	68286.8    	1.47698e+06	37.2309	3.30568e+07	40.9423      	51.3019          	18.816  	11        
24 	428   	1416.21    	11717.6    	37.0865	178601     	40.8008      	51.2362          	23.054  	24        
25 	428   	1417.6     	21290      	37.0865	438774     	40.8008      	51.2362          	26.804  	24        
26 	416   	1691.54    	23059.1    	16.3677	439817     	22.1681      	41.8917          	31.076  	28        
27 	429   	1376.77    	21107      	29.1557	440505     	34.2092      	44.8926          	33.336  	41        
28 	406   	587.923    	6829.93    	29.1557	111299     	34.2092      	44.8926          	36.982  	41        
29 	421   	489.472    	5647.5     	29.1762	89836.1    	34.248       	44.9422          	40.106  	41        
30 	409   	5356.43    	112475     	29.1762	2.51605e+06	34.248       	44.9422          	40.532  	41        
31 	430   	113887     	1.92073e+06	31.5163	3.93508e+07	36.0823      	50.8025          	42.478  	51        
32 	420   	121.64     	137        	26.6787	1105.05    	30.7555      	43.1462          	45.33   	78        
33 	425   	1362.25    	20395.2    	26.6724	439083     	30.7505      	43.145           	45.772  	79        
34 	423   	521.988    	5653.53    	21.4663	95039.9    	24.0795      	35.9649          	45.224  	59        
35 	420   	294.633    	4010.73    	21.4663	89837.5    	24.0795      	35.9649          	44.456  	59        
36 	434   	324.611    	4017.52    	20.957 	89708.3    	23.6447      	35.6306          	44.408  	63        
37 	439   	362.829    	5183.71    	16.1945	116057     	21.4404      	37.5297          	50.402  	71        
38 	417   	92.1682    	122.689    	16.0581	1286.45    	21.3106      	37.4014          	58.814  	63        
39 	410   	1218.86    	20449.5    	15.8636	438466     	21.0651      	37.1928          	64.086  	43        
40 	424   	169.782    	2124.52    	14.8033	47477.2    	19.7666      	35.7616          	63.3    	66        
41 	418   	1825.56    	27691.1    	14.8033	438774     	19.7666      	35.7616          	62.264  	66        
42 	412   	58.2962    	109.565    	14.7991	1042.12    	19.7325      	35.6871          	58.6    	34        
43 	428   	939.273    	19600.6    	14.4628	438774     	19.1389      	34.6881          	57.846  	83        
44 	410   	105.198    	1147.6     	14.4206	25617.2    	19.4277      	35.9411          	59.6    	41        
45 	408   	1823.55    	27692.2    	14.2661	438809     	19.2238      	35.7052          	62.602  	47        
46 	430   	1778.72    	32259.5    	14.0735	708158     	18.8716      	34.8718          	65.172  	59        
47 	425   	3519.71    	60900.9    	14.0449	1.29155e+06	18.8257      	34.7944          	68.394  	66        
48 	409   	78699.3    	1.75579e+06	14.0031	3.93e+07   	18.8046      	34.858           	67.166  	56        
49 	427   	1408.89    	27588      	14.0043	615118     	18.8134      	34.8143          	69.076  	51        
50 	414   	333.315    	4530.24    	13.7612	89708.3    	18.4177      	34.3063          	69.948  	57        
51 	426   	3019.96    	45833.6    	13.8863	735886     	18.6373      	34.5654          	70.48   	51        
52 	438   	2703.87    	51683.3    	13.8563	1.15241e+06	18.619       	34.6151          	70.186  	66        
53 	415   	2959.61    	42667.6    	13.5619	843112     	18.1651      	34.0088          	69.274  	50        
54 	409   	9176.35    	190965     	13.5619	4.27172e+06	18.1651      	34.0088          	69.74   	50        
55 	416   	140.65     	1954.3     	13.6855	43728.5    	18.3777      	34.3417          	70.804  	60        
56 	410   	1047.57    	19906.6    	13.657 	443286     	18.24        	34.049           	69.326  	71        
57 	414   	59.5352    	121.684    	13.3708	1186.62    	17.7714      	32.6022          	67.754  	55        
