gen	nevals	avg        	std        	min    	max        	testing_error	std_testing_error	avg_size	elite_size
0  	500   	2.53739e+08	3.12814e+09	31.6688	4.8926e+10 	             	                 	        	          
1  	433   	74487.1    	694644     	39.3215	1.20039e+07	42.5413      	47.116           	3.088   	4         
2  	425   	1.02525e+08	2.13172e+09	39.3215	4.76057e+10	42.5413      	47.116           	3.288   	4         
3  	409   	242368     	4.30918e+06	39.3215	9.6166e+07 	42.5413      	47.116           	3.518   	4         
4  	416   	1.48707e+10	3.32182e+11	22.7357	7.43526e+12	24.1965      	34.0489          	3.742   	10        
5  	425   	5.19979e+08	1.01035e+10	22.7357	2.23472e+11	24.1965      	34.0489          	4.014   	10        
6  	415   	297473     	1.88463e+06	22.7402	2.14257e+07	24.2112      	34.0377          	4.094   	8         
7  	414   	1.11458e+09	2.48931e+10	35.7055	5.57184e+11	37.9661      	51.103           	4.358   	3         
8  	402   	9.36657e+07	2.09042e+09	35.7055	4.67901e+10	37.9661      	51.103           	4.758   	3         
9  	410   	1.78161e+13	3.97982e+14	39.1233	8.90805e+15	42.3417      	46.8606          	5.054   	7         
10 	430   	53311      	484241     	39.1233	9.53198e+06	42.3417      	46.8606          	5.444   	7         
11 	412   	101761     	969868     	39.1233	1.61908e+07	42.3417      	46.8606          	5.62    	7         
12 	418   	81006.2    	451924     	63.7987	3.36521e+06	67.0005      	58.3668          	6.356   	4         
13 	412   	147590     	875604     	63.7987	1.3563e+07 	67.0005      	58.3668          	7.238   	4         
14 	397   	4.48337e+08	1.00109e+10	31.0072	2.24074e+11	33.492       	44.8826          	7.724   	7         
15 	432   	278428     	3.00004e+06	39.3215	5.51988e+07	42.5413      	47.116           	7.982   	4         
16 	419   	196435     	1.17924e+06	39.3215	1.37118e+07	42.5413      	47.116           	8.216   	4         
17 	419   	179828     	1.14183e+06	34.4902	1.44767e+07	34.636       	58.3937          	9.042   	6         
18 	430   	238611     	3.66246e+06	20.4779	8.13462e+07	21.3575      	33.3058          	9.47    	16        
19 	417   	9.60656e+07	2.12687e+09	20.4852	4.76057e+10	21.3826      	33.3038          	10.192  	27        
20 	421   	113537     	714510     	20.4609	7.94934e+06	21.3532      	33.2767          	10.686  	27        
21 	424   	4.5785e+08 	1.02239e+10	20.4456	2.28842e+11	21.2853      	33.5781          	12.012  	20        
22 	444   	1.48071e+10	3.30754e+11	19.8468	7.40329e+12	20.3328      	32.902           	13.534  	9         
23 	414   	1.89096e+08	4.20401e+09	20.3064	9.40991e+10	21.1731      	32.5156          	16.504  	52        
24 	431   	2.82548e+13	6.31164e+14	19.8086	1.41274e+16	19.8822      	34.1212          	19.786  	29        
25 	435   	308322     	2.95683e+06	15.9203	4.61478e+07	15.6777      	22.3247          	23.114  	20        
26 	422   	195096     	2.95866e+06	15.9203	6.47204e+07	15.6777      	22.3247          	27.16   	20        
27 	426   	8.26724e+07	1.84563e+09	15.9203	4.13108e+10	15.6777      	22.3247          	29.766  	20        
28 	430   	499402     	8.8443e+06 	16.2701	1.97328e+08	16.0459      	23.1648          	34.018  	21        
29 	403   	4.05723e+08	9.05772e+09	16.0011	2.0274e+11 	15.6937      	22.7709          	36.56   	33        
30 	422   	50660.1    	451060     	13.2898	7.7204e+06 	12.8168      	20.0319          	36.27   	51        
31 	431   	36068.8    	425041     	13.2476	8.30229e+06	12.8294      	20.4356          	36.942  	20        
32 	421   	56224.5    	409045     	13.1488	4.53697e+06	12.7237      	19.6833          	37.664  	54        
33 	419   	80652.1    	527722     	13.1335	7.71624e+06	12.7124      	19.6371          	37.426  	21        
34 	416   	675072     	1.2558e+07 	13.1266	2.7697e+08 	12.7098      	19.4907          	38.386  	58        
35 	425   	110991     	931120     	13.0567	1.29107e+07	13.3897      	21.7624          	39.48   	34        
36 	425   	1.74926e+06	3.68311e+07	12.874 	8.24301e+08	13.067       	20.6735          	39.724  	31        
37 	405   	18140.7    	199243     	12.874 	3.18427e+06	13.067       	20.6735          	41.844  	31        
38 	420   	17209.5    	217484     	12.874 	3.18663e+06	13.067       	20.6735          	41.282  	31        
39 	405   	18261.2    	195370     	12.8654	3.18427e+06	12.4406      	19.4284          	43.406  	50        
40 	435   	4734.03    	92111.7    	12.8654	2.05324e+06	12.4406      	19.4284          	44.118  	50        
41 	437   	2.24007e+06	4.8779e+07 	12.8654	1.0918e+09 	12.4406      	19.4284          	45.852  	50        
42 	435   	25907.6    	368336     	12.1989	7.84327e+06	11.3287      	17.914           	46.904  	59        
43 	425   	56692.2    	750787     	12.2271	1.50221e+07	11.3513      	18.1396          	48.498  	59        
44 	420   	228437     	5.02269e+06	11.6069	1.12422e+08	10.8845      	16.4496          	50.526  	54        
45 	413   	48827.6    	490889     	11.6069	7.1211e+06 	10.8845      	16.4496          	51.442  	54        
46 	415   	2.19692e+06	4.87776e+07	11.6069	1.0918e+09 	10.8845      	16.4496          	50.7    	54        
47 	438   	46041.9    	445459     	11.6069	7.49475e+06	10.8845      	16.4496          	51.692  	54        
48 	438   	70994.2    	1.45967e+06	11.6024	3.26141e+07	10.8758      	16.4708          	49.786  	58        
49 	440   	96976.4    	1.5078e+06 	11.5982	3.26141e+07	10.9021      	16.482           	49.188  	72        
50 	417   	2.01983e+09	4.51189e+10	11.378 	1.0099e+12 	10.7475      	15.8913          	48.882  	38        
51 	437   	9638.93    	168795     	11.5113	3.72143e+06	10.8401      	16.0092          	51.196  	58        
52 	408   	33285.9    	293033     	11.292 	3.4422e+06 	10.7121      	16.7376          	52.632  	79        
53 	422   	89054.1    	1.37574e+06	11.0389	2.80607e+07	10.3369      	15.3657          	53.578  	77        
54 	420   	2372.31    	31958.5    	11.0306	588472     	10.3271      	15.3633          	54.906  	78        
55 	409   	7.3335e+08 	1.63798e+10	10.7582	3.6663e+11 	10.1062      	14.339           	55.682  	98        
